ibjjf_name,ibjjf_profile_url,academy,gender,ranking_category,ruleset,points,same_academy_people_ids,same_academy_people_names,academy_known_people_count,signal_type,confidence,publication_policy,evidence
Gary Nikolas Gioni,https://ibjjf.com/athletes/gary-gioni,BETA Academy,male,adult,no-gi,21,7512,Nakapan Phungephorn,1,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""BETA Academy""; o acervo possui 1 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Gesias Cavalcante Souza,https://ibjjf.com/athletes/gesias-souza,Fight Sports,male,adult,no-gi,19,224; 11384; 12178; 13473; 13031,Roberto Abreu; Andre Porfirio; Joao Costa; Kauane Silva; Lucas Lisboa,12,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Fight Sports""; o acervo possui 12 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Matheus Soares Fontes,https://ibjjf.com/athletes/matheus-fontes-54c54ddcebd6,CheckMat,male,adult,no-gi,18,419; 338; 875; 963; 405,Leonardo Vieira; Ricardo Vieira; Lucas Leite; Carlos Vieira Holanda; Marco Canha,85,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""CheckMat""; o acervo possui 85 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
João Pedro Leão Damasceno,https://ibjjf.com/athletes/joao-damasceno,GF Team,male,adult,no-gi,18,203; 8116; 11917; 2035; 9166,Julio Cesar; Dante Leon; Gabriel Marinho; Vitor Henrique; Alexandre Barauna,50,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""GF Team""; o acervo possui 50 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Clemens Scott Tucker,https://ibjjf.com/athletes/scott-tucker,Fight Sports,male,adult,no-gi,18,224; 11384; 12178; 13473; 13031,Roberto Abreu; Andre Porfirio; Joao Costa; Kauane Silva; Lucas Lisboa,12,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Fight Sports""; o acervo possui 12 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Declan Mark Moody,https://ibjjf.com/athletes/declan-moody,B Team,male,adult,no-gi,15.0,8346; 11223; 13926; 13763; 12110,Craig Jones; Ethan Crelinsten; Jacob Rodriguez; Jozef Chen; Nick Rodriguez,5,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""B Team""; o acervo possui 5 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Victor Hugo Honório P. da Silva,https://ibjjf.com/athletes/victor-silva-7defe6c7585b,GF Team,male,adult,no-gi,13.5,203; 8116; 11917; 2035; 9166,Julio Cesar; Dante Leon; Gabriel Marinho; Vitor Henrique; Alexandre Barauna,50,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""GF Team""; o acervo possui 50 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Adolfo Santiago Suarez Arias,https://ibjjf.com/athletes/adolfo-arias,Fight Sports,male,adult,no-gi,13.5,224; 11384; 12178; 13473; 13031,Roberto Abreu; Andre Porfirio; Joao Costa; Kauane Silva; Lucas Lisboa,12,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Fight Sports""; o acervo possui 12 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Nicholas S Salles,https://ibjjf.com/athletes/nicholas-salles,Movement Art,male,adult,no-gi,12,12102,Nick Salles,1,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Movement Art""; o acervo possui 1 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Bernardo Delibero,https://ibjjf.com/athletes/bernardo-delibero,Fight Sports,male,adult,no-gi,12,224; 11384; 12178; 13473; 13031,Roberto Abreu; Andre Porfirio; Joao Costa; Kauane Silva; Lucas Lisboa,12,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Fight Sports""; o acervo possui 12 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Edson da Conceição Dias Ribeiro,https://ibjjf.com/athletes/edson-ribeiro-7b6aec7e5015,CheckMat,male,adult,no-gi,12,419; 338; 875; 963; 405,Leonardo Vieira; Ricardo Vieira; Lucas Leite; Carlos Vieira Holanda; Marco Canha,85,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""CheckMat""; o acervo possui 85 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Lucas Rocha da Silva,https://ibjjf.com/athletes/lucas-silva-a5567580965b,PSLPB Cicero Costha,male,adult,no-gi,11.0,1155; 13076; 7704; 6151; 13062,Cicero Costha; Francisco Lo; Helton Jose Junior; Hiago George; Leonardo Mario,5,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""PSLPB Cicero Costha""; o acervo possui 5 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Adrian Alejandro Alsina,https://ibjjf.com/athletes/adrian-alsina,Renzo Gracie Academy,male,adult,no-gi,10.5,10000; 5649; 7442; 9760; 5617,Doug Pelinkovic; Gary Tonon; Edward Cummings; Frank Rosenthal; Jamie Cruz,10,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Renzo Gracie Academy""; o acervo possui 10 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Enzo Giovanni Paes Reale,https://ibjjf.com/athletes/enzo-reale,Demian Maia Jiu-Jitsu,male,adult,no-gi,9,7103,Wagner Mota,1,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Demian Maia Jiu-Jitsu""; o acervo possui 1 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Airton Sousa Siqueira,https://ibjjf.com/athletes/airton-siqueira,CheckMat,male,adult,no-gi,9,419; 338; 875; 963; 405,Leonardo Vieira; Ricardo Vieira; Lucas Leite; Carlos Vieira Holanda; Marco Canha,85,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""CheckMat""; o acervo possui 85 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Murilo Barros Rodrigues,https://ibjjf.com/athletes/murilo-rodrigues,Lotus Club,male,adult,no-gi,9,14205,Alexandre Manara,1,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Lotus Club""; o acervo possui 1 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Enzo Cerqueira Brunocilla,https://ibjjf.com/athletes/enzo-brunocilla,De La Riva JJ,male,adult,no-gi,9,7928,Claudia Doval,1,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""De La Riva JJ""; o acervo possui 1 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Sidemar Honorio,https://ibjjf.com/athletes/sidemar-honorio,Renzo Gracie Academy,male,adult,no-gi,9,10000; 5649; 7442; 9760; 5617,Doug Pelinkovic; Gary Tonon; Edward Cummings; Frank Rosenthal; Jamie Cruz,10,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Renzo Gracie Academy""; o acervo possui 10 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Leonardo Furini Morita Saraceni,https://ibjjf.com/athletes/leonardo-saraceni,Guigo JJ,male,adult,no-gi,9,693; 11423; 9483; 11766; 1624,Luiz Guilherme; Meyram Maquine; Eduardo Lopes; Gabriel Costa; Leonardo Arruda,5,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Guigo JJ""; o acervo possui 5 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Rafael Furini Morita Saraceni,https://ibjjf.com/athletes/rafael-saraceni,Guigo JJ,male,adult,no-gi,9,693; 11423; 9483; 11766; 1624,Luiz Guilherme; Meyram Maquine; Eduardo Lopes; Gabriel Costa; Leonardo Arruda,5,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Guigo JJ""; o acervo possui 5 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Joshua Ryan Lorton,https://ibjjf.com/athletes/joshua-lorton,Pedigo Submission Fighting,male,adult,no-gi,9,11359; 11808,Heath Pedigo; Andrew Wiltse,2,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Pedigo Submission Fighting""; o acervo possui 2 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Thomas Rees Benjamin Barry,https://ibjjf.com/athletes/thomas-barry,Roger Gracie Academy,male,adult,no-gi,8,6209; 9261,Felipe Mota; Ross Nicholls,2,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Roger Gracie Academy""; o acervo possui 2 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Luca Sedó de Boni,https://ibjjf.com/athletes/luca-boni,Guigo JJ,male,adult,no-gi,7.5,693; 11423; 9483; 11766; 1624,Luiz Guilherme; Meyram Maquine; Eduardo Lopes; Gabriel Costa; Leonardo Arruda,5,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Guigo JJ""; o acervo possui 5 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Bruno de Abreu Teixeira,https://ibjjf.com/athletes/bruno-teixeira-282256311b81,Lotus Club,male,adult,no-gi,7,14205,Alexandre Manara,1,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Lotus Club""; o acervo possui 1 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Nicholas Paul Balaban,https://ibjjf.com/athletes/nicholas-balaban,AOJ,male,adult,no-gi,6,415; 179; 13326; 12554; 11690,Guilherme Mendes; Rafael Mendes; Hiryu Niwa; Iasmin Casser; Jessa Khan,10,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""AOJ""; o acervo possui 10 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Luis Antonio Moreira Seabra Junior,https://ibjjf.com/athletes/luis-junior-68eaa005a43e,GF Team,male,adult,no-gi,6,203; 8116; 11917; 2035; 9166,Julio Cesar; Dante Leon; Gabriel Marinho; Vitor Henrique; Alexandre Barauna,50,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""GF Team""; o acervo possui 50 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Matheus Gabriel de Oliveira Corrêa,https://ibjjf.com/athletes/matheus-correa,GF Team,male,adult,no-gi,6,203; 8116; 11917; 2035; 9166,Julio Cesar; Dante Leon; Gabriel Marinho; Vitor Henrique; Alexandre Barauna,50,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""GF Team""; o acervo possui 50 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Thomaz Nunes Visnievski,https://ibjjf.com/athletes/thomaz-visnievski,De La Riva JJ,male,adult,no-gi,6,7928,Claudia Doval,1,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""De La Riva JJ""; o acervo possui 1 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Tiago Farias de Jesus,https://ibjjf.com/athletes/tiago-jesus,GF Team,male,adult,no-gi,6,203; 8116; 11917; 2035; 9166,Julio Cesar; Dante Leon; Gabriel Marinho; Vitor Henrique; Alexandre Barauna,50,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""GF Team""; o acervo possui 50 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Daniel Rodrigues Santos,https://ibjjf.com/athletes/daniel-santos-92fcafb83410,GF Team,male,adult,no-gi,6,203; 8116; 11917; 2035; 9166,Julio Cesar; Dante Leon; Gabriel Marinho; Vitor Henrique; Alexandre Barauna,50,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""GF Team""; o acervo possui 50 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Luc Pierre Marcel Rousseau,https://ibjjf.com/athletes/luc-rousseau,Roger Gracie Academy,male,adult,no-gi,4,6209; 9261,Felipe Mota; Ross Nicholls,2,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Roger Gracie Academy""; o acervo possui 2 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Diego Henrique Paiva,https://ibjjf.com/athletes/diego-paiva,Demian Maia Jiu-Jitsu,male,adult,no-gi,3,7103,Wagner Mota,1,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Demian Maia Jiu-Jitsu""; o acervo possui 1 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Suraj Kumar Budhram,https://ibjjf.com/athletes/suraj-budhram,Fight Sports,male,adult,no-gi,3,224; 11384; 12178; 13473; 13031,Roberto Abreu; Andre Porfirio; Joao Costa; Kauane Silva; Lucas Lisboa,12,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Fight Sports""; o acervo possui 12 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Francisco Ortiz III,https://ibjjf.com/athletes/francisco-iii-414fec98bf91,Uflacker Academy,male,adult,no-gi,3,7821,Christian Uflaker,1,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Uflacker Academy""; o acervo possui 1 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Leonardo Mauricio Goldner,https://ibjjf.com/athletes/leonardo-0b5b0c2bb27d,GF Team,male,adult,no-gi,3,203; 8116; 11917; 2035; 9166,Julio Cesar; Dante Leon; Gabriel Marinho; Vitor Henrique; Alexandre Barauna,50,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""GF Team""; o acervo possui 50 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Matheus Rodrigues Vidal,https://ibjjf.com/athletes/matheus-vidal-ae89bdb21a11,CheckMat,male,adult,no-gi,3,419; 338; 875; 963; 405,Leonardo Vieira; Ricardo Vieira; Lucas Leite; Carlos Vieira Holanda; Marco Canha,85,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""CheckMat""; o acervo possui 85 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Anderson Wenzler Santos,https://ibjjf.com/athletes/anderson-santos-75048cdcf165,De La Riva JJ,male,adult,no-gi,3,7928,Claudia Doval,1,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""De La Riva JJ""; o acervo possui 1 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Eliaquim Bertiê dos Santos Ferraz,https://ibjjf.com/athletes/eliaquim,Guigo JJ,male,adult,no-gi,2,693; 11423; 9483; 11766; 1624,Luiz Guilherme; Meyram Maquine; Eduardo Lopes; Gabriel Costa; Leonardo Arruda,5,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Guigo JJ""; o acervo possui 5 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Pedro Romaneli dos Anjos,https://ibjjf.com/athletes/pedro-anjos,CheckMat,male,adult,no-gi,2,419; 338; 875; 963; 405,Leonardo Vieira; Ricardo Vieira; Lucas Leite; Carlos Vieira Holanda; Marco Canha,85,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""CheckMat""; o acervo possui 85 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Francisco Ray Gomes Costa,https://ibjjf.com/athletes/francisco-costa-20df76bf9ec1,CheckMat,male,adult,no-gi,2,419; 338; 875; 963; 405,Leonardo Vieira; Ricardo Vieira; Lucas Leite; Carlos Vieira Holanda; Marco Canha,85,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""CheckMat""; o acervo possui 85 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Carlos Henrique Souza Lima,https://ibjjf.com/athletes/carlos-lima-0dc036b7a4cf,PSLPB Cicero Costha,male,adult,no-gi,2,1155; 13076; 7704; 6151; 13062,Cicero Costha; Francisco Lo; Helton Jose Junior; Hiago George; Leonardo Mario,5,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""PSLPB Cicero Costha""; o acervo possui 5 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Ryann Victor Bandeira de Souza,https://ibjjf.com/athletes/ryann-souza,Guigo JJ,male,adult,no-gi,2,693; 11423; 9483; 11766; 1624,Luiz Guilherme; Meyram Maquine; Eduardo Lopes; Gabriel Costa; Leonardo Arruda,5,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Guigo JJ""; o acervo possui 5 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Caio Soares Bonfim,https://ibjjf.com/athletes/caio-bonfim,Brazilian Top Team,male,adult,no-gi,1,627; 8409; 249; 232; 1675,Murilo Bustamante; Ricardo Marques; Anderson Pereira; Jose Mario Sperry; Luis Roberto Duarte,6,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Brazilian Top Team""; o acervo possui 6 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Engir Son,https://ibjjf.com/athletes/engir-son,Renzo Gracie Academy,male,adult,no-gi,1,10000; 5649; 7442; 9760; 5617,Doug Pelinkovic; Gary Tonon; Edward Cummings; Frank Rosenthal; Jamie Cruz,10,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Renzo Gracie Academy""; o acervo possui 10 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Bruno Portela Gomes,https://ibjjf.com/athletes/bruno-gomes-0d7f0aa4d30c,CheckMat,male,adult,no-gi,1,419; 338; 875; 963; 405,Leonardo Vieira; Ricardo Vieira; Lucas Leite; Carlos Vieira Holanda; Marco Canha,85,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""CheckMat""; o acervo possui 85 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Wender Batista da Silva,https://ibjjf.com/athletes/wender-silva-7e10c01a0924,CheckMat,male,adult,no-gi,1,419; 338; 875; 963; 405,Leonardo Vieira; Ricardo Vieira; Lucas Leite; Carlos Vieira Holanda; Marco Canha,85,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""CheckMat""; o acervo possui 85 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
João Henrique Martins de Carvalho,https://ibjjf.com/athletes/joao-carvalho-2827ea4871f3,GF Team,male,adult,no-gi,1,203; 8116; 11917; 2035; 9166,Julio Cesar; Dante Leon; Gabriel Marinho; Vitor Henrique; Alexandre Barauna,50,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""GF Team""; o acervo possui 50 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Gabriel Sonda Bevilacqua,https://ibjjf.com/athletes/gabriel-bevilacqua,CheckMat,male,master1,no-gi,66,419; 338; 875; 963; 405,Leonardo Vieira; Ricardo Vieira; Lucas Leite; Carlos Vieira Holanda; Marco Canha,85,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""CheckMat""; o acervo possui 85 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Francisco Jeronino Neto,https://ibjjf.com/athletes/francisco-neto-26b5cc45c721,PSLPB Cicero Costha,male,master1,no-gi,63,1155; 13076; 7704; 6151; 13062,Cicero Costha; Francisco Lo; Helton Jose Junior; Hiago George; Leonardo Mario,5,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""PSLPB Cicero Costha""; o acervo possui 5 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Renan Frulani Amexoeira dos Santos,https://ibjjf.com/athletes/renan-santos-6cd50cc2a98d,Gracie Humaita,male,master1,no-gi,51,515; 903; 1445; 613; 6339,Royler Gracie; Leticia Ribeiro; Rolker Gracie; Wellington Dias; Admilson Brites,34,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Gracie Humaita""; o acervo possui 34 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Niccolo Bartolazzi Menchetti,https://ibjjf.com/athletes/niccolo-menchetti,Fight Sports,male,master1,no-gi,45.0,224; 11384; 12178; 13473; 13031,Roberto Abreu; Andre Porfirio; Joao Costa; Kauane Silva; Lucas Lisboa,12,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Fight Sports""; o acervo possui 12 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Igor Galvão Gomes Antunes,https://ibjjf.com/athletes/igor-antunes-c637564382de,PSLPB Cicero Costha,male,master1,no-gi,36,1155; 13076; 7704; 6151; 13062,Cicero Costha; Francisco Lo; Helton Jose Junior; Hiago George; Leonardo Mario,5,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""PSLPB Cicero Costha""; o acervo possui 5 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Thiago Sá Fortes Silva,https://ibjjf.com/athletes/thiago-silva-cf918ce2738c,CheckMat,male,master1,no-gi,36,419; 338; 875; 963; 405,Leonardo Vieira; Ricardo Vieira; Lucas Leite; Carlos Vieira Holanda; Marco Canha,85,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""CheckMat""; o acervo possui 85 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Troy Allen Mercer,https://ibjjf.com/athletes/troy-mercer,Pedigo Submission Fighting,male,master1,no-gi,27.0,11359; 11808,Heath Pedigo; Andrew Wiltse,2,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Pedigo Submission Fighting""; o acervo possui 2 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Luiz Otavio de Albuquerque Lourenço,https://ibjjf.com/athletes/luiz-lourenco,CheckMat,male,master1,no-gi,27,419; 338; 875; 963; 405,Leonardo Vieira; Ricardo Vieira; Lucas Leite; Carlos Vieira Holanda; Marco Canha,85,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""CheckMat""; o acervo possui 85 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Antonio Marcos da Fonseca Santana,https://ibjjf.com/athletes/antonio-santana,Roger Gracie Academy,male,master1,no-gi,27,6209; 9261,Felipe Mota; Ross Nicholls,2,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Roger Gracie Academy""; o acervo possui 2 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Felipe da Silva Lucas,https://ibjjf.com/athletes/felipe-lucas,Demian Maia Jiu-Jitsu,male,master1,no-gi,25,7103,Wagner Mota,1,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Demian Maia Jiu-Jitsu""; o acervo possui 1 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Gustavo Oliveira de Andrade,https://ibjjf.com/athletes/gustavo-andrade,Nova União,male,master1,no-gi,18,78; 634; 6756; 4334; 195,Andre Pederneiras; Wendell Alexander; Rodrigo Silva; Andre da Silva; Robson Moura,39,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Nova União""; o acervo possui 39 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Patrick Adam Rivera,https://ibjjf.com/athletes/patrick-rivera,Bjj Conquest,male,master1,no-gi,9,7732,Vicente Junior,1,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Bjj Conquest""; o acervo possui 1 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Ronaldo Coelho Vello Neto,https://ibjjf.com/athletes/ronaldo-neto,AOJ,male,master1,no-gi,9,415; 179; 13326; 12554; 11690,Guilherme Mendes; Rafael Mendes; Hiryu Niwa; Iasmin Casser; Jessa Khan,10,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""AOJ""; o acervo possui 10 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Dileno Lopes de Moraes,https://ibjjf.com/athletes/dileno-moraes,Nova União,male,master1,no-gi,9,78; 634; 6756; 4334; 195,Andre Pederneiras; Wendell Alexander; Rodrigo Silva; Andre da Silva; Robson Moura,39,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Nova União""; o acervo possui 39 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Justin F Renick,https://ibjjf.com/athletes/justin-renick,Brazilian Fight Factory,male,master1,no-gi,9.0,13172,Andrew Tackett,1,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Brazilian Fight Factory""; o acervo possui 1 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
