person_id,full_name,nickname,country,team,entity_status,lineage_status,created_from,created_on,notes,original_sheet,original_row
P0305,Ryo Ominami,,Japão,Gracie Barra Tokushima,Perfil com relação apoiada,Mestre / fundador,Historical Lineage Research v0.6,2026-07-05,A Gracie Barra identifica Ryo como faixa-preta de quarto grau sob Carlos Gracie Jr. e fundador da GB Tokushima.,Pessoas,377
P0397,Ryo Ominani,,,Gracie Barra,Perfil com relação apoiada,Faixa-preta pesquisado,Historical Lineage Research v0.6,2026-07-05,Registro criado na expansão global v0.5. Relação publicada apenas com fonte e nível de evidência.,Pessoas,378
P0405,Régis Lebre,,,Gracie Humaitá,Perfil com relação apoiada,Faixa-preta pesquisado,Historical Lineage Research v0.6,2026-07-05,Registro criado na expansão global v0.5. Relação publicada apenas com fonte e nível de evidência.,Pessoas,379
P0321,Sarah Galvão,,,Atos Jiu-Jitsu,Perfil com relação apoiada,Faixa-preta pesquisado,Historical Lineage Research v0.6,2026-07-05,Registro criado na expansão global v0.5. Relação publicada apenas com fonte e nível de evidência.,Pessoas,380
P0266,Saulo Ribeiro,,,Ribeiro Jiu-Jitsu,Perfil a pesquisar,Mestre / atleta,Historical Lineage Research v0.6,2026-07-05,,Pessoas,381
P0384,Scott Kaplan,,,Marcelo Garcia Jiu-Jitsu / Alliance,Perfil com relação apoiada,Faixa-preta pesquisado,Historical Lineage Research v0.6,2026-07-05,Registro criado na expansão global v0.5. Relação publicada apenas com fonte e nível de evidência.,Pessoas,382
P0251,Sergio Moraes,,,Alliance,Perfil a pesquisar,Atleta / professor,Historical Lineage Research v0.6,2026-07-05,,Pessoas,383
P0045,Sergio Santos,,,Alliance / vínculo de formação citado por Fábio Gurgel,Perfil mínimo — biografia pendente,Faixa-preta formado,Historical Lineage Research v0.6,2026-07-05,"Relação de faixa-preta confirmada por lista do professor; completar país, período, equipe e biografia com fonte independente.",Pessoas,384
P0351,Shawn Williams,,,Renzo Gracie Academy,Perfil com relação apoiada,Faixa-preta pesquisado,Historical Lineage Research v0.6,2026-07-05,Registro criado na expansão global v0.5. Relação publicada apenas com fonte e nível de evidência.,Pessoas,385
P0428,Stan Beck,,Estados Unidos,Renzo Gracie Academy,Ativo ou histórico — em curadoria,Faixa-preta / professor,Historical Lineage Research v0.6,2026-07-05,Incluído na expansão global v0.6; relação de graduação vinculada à fonte cadastrada.,Pessoas,386
P0146,Stefano Virionis,,,Alliance / vínculo de formação citado por Fábio Gurgel,Perfil mínimo — biografia pendente,Faixa-preta formado,Historical Lineage Research v0.6,2026-07-05,"Relação de faixa-preta confirmada por lista do professor; completar país, período, equipe e biografia com fonte independente.",Pessoas,387
P0163,Tainan Dalpra,,,Art of Jiu-Jitsu,Perfil com relação apoiada,Atleta / professor,Historical Lineage Research v0.6,2026-07-05,,Pessoas,388
P0229,Tammi Musumeci,,,American Top Team,Perfil com relação apoiada,Atleta / professora,Historical Lineage Research v0.6,2026-07-05,,Pessoas,389
P0096,Tarean Humphreys,,,Alliance / vínculo de formação citado por Fábio Gurgel,Perfil mínimo — biografia pendente,Faixa-preta formado,Historical Lineage Research v0.6,2026-07-05,"Relação de faixa-preta confirmada por lista do professor; completar país, período, equipe e biografia com fonte independente.",Pessoas,390
P0033,Tarsis Humphreys,,,Alliance / vínculo de formação citado por Fábio Gurgel,Perfil mínimo — biografia pendente,Faixa-preta formado,Historical Lineage Research v0.6,2026-07-05,"Relação de faixa-preta confirmada por lista do professor; completar país, período, equipe e biografia com fonte independente.",Pessoas,391
P0039,Tati Tognini Garcia,,,Alliance / vínculo de formação citado por Fábio Gurgel,Perfil mínimo — biografia pendente,Faixa-preta formado,Historical Lineage Research v0.6,2026-07-05,"Relação de faixa-preta confirmada por lista do professor; completar país, período, equipe e biografia com fonte independente.",Pessoas,392
P0091,Teemu Toroi,,,Alliance / vínculo de formação citado por Fábio Gurgel,Perfil mínimo — biografia pendente,Faixa-preta formado,Historical Lineage Research v0.6,2026-07-05,"Relação de faixa-preta confirmada por lista do professor; completar país, período, equipe e biografia com fonte independente.",Pessoas,393
P0082,Teo Viitala,,,Alliance / vínculo de formação citado por Fábio Gurgel,Perfil mínimo — biografia pendente,Faixa-preta formado,Historical Lineage Research v0.6,2026-07-05,"Relação de faixa-preta confirmada por lista do professor; completar país, período, equipe e biografia com fonte independente.",Pessoas,394
P0061,Terho Virrankoski,,,Alliance / vínculo de formação citado por Fábio Gurgel,Perfil mínimo — biografia pendente,Faixa-preta formado,Historical Lineage Research v0.6,2026-07-05,"Relação de faixa-preta confirmada por lista do professor; completar país, período, equipe e biografia com fonte independente.",Pessoas,395
P0370,Thalys Pontes,,,Projeto Social Lutando Pelo Bem,Perfil com relação apoiada,Faixa-preta pesquisado,Historical Lineage Research v0.6,2026-07-05,Registro criado na expansão global v0.5. Relação publicada apenas com fonte e nível de evidência.,Pessoas,396
P0434,Thamires Aquino,,Brasil,GFTeam,Ativo ou histórico — em curadoria,Faixa-preta / professor,Historical Lineage Research v0.6,2026-07-05,Incluído na expansão global v0.6; relação de graduação vinculada à fonte cadastrada.,Pessoas,397
P0347,Thiago Sá Fortes,,,Checkmat,Perfil com relação apoiada,Faixa-preta pesquisado,Historical Lineage Research v0.6,2026-07-05,Registro criado na expansão global v0.5. Relação publicada apenas com fonte e nível de evidência.,Pessoas,398
P0117,Thomas Conde,,,Alliance / vínculo de formação citado por Fábio Gurgel,Perfil mínimo — biografia pendente,Faixa-preta formado,Historical Lineage Research v0.6,2026-07-05,"Relação de faixa-preta confirmada por lista do professor; completar país, período, equipe e biografia com fonte independente.",Pessoas,399
P0071,Thomas Lisboa,,,Alliance / vínculo de formação citado por Fábio Gurgel,Perfil mínimo — biografia pendente,Faixa-preta formado,Historical Lineage Research v0.6,2026-07-05,"Relação de faixa-preta confirmada por lista do professor; completar país, período, equipe e biografia com fonte independente.",Pessoas,400
P0043,Tiago Rocha,,,Alliance / vínculo de formação citado por Fábio Gurgel,Perfil mínimo — biografia pendente,Faixa-preta formado,Historical Lineage Research v0.6,2026-07-05,"Relação de faixa-preta confirmada por lista do professor; completar país, período, equipe e biografia com fonte independente.",Pessoas,401
P0431,Tim Mannon,,Estados Unidos,Renzo Gracie Academy,Ativo ou histórico — em curadoria,Faixa-preta / professor,Historical Lineage Research v0.6,2026-07-05,Incluído na expansão global v0.6; relação de graduação vinculada à fonte cadastrada.,Pessoas,402
P0048,Tommy Malmberg,,,Alliance / vínculo de formação citado por Fábio Gurgel,Perfil mínimo — biografia pendente,Faixa-preta formado,Historical Lineage Research v0.6,2026-07-05,"Relação de faixa-preta confirmada por lista do professor; completar país, período, equipe e biografia com fonte independente.",Pessoas,403
P0083,Ulf Ehlert,,,Alliance / vínculo de formação citado por Fábio Gurgel,Perfil mínimo — biografia pendente,Faixa-preta formado,Historical Lineage Research v0.6,2026-07-05,"Relação de faixa-preta confirmada por lista do professor; completar país, período, equipe e biografia com fonte independente.",Pessoas,404
P0218,Ulpiano Malachias,,,Gracie Barra,Perfil com relação apoiada,Professor / gestor,Historical Lineage Research v0.6,2026-07-05,,Pessoas,405
P0334,Vanessa Oliveira,,,GFTeam,Perfil com relação apoiada,Faixa-preta pesquisado,Historical Lineage Research v0.6,2026-07-05,Registro criado na expansão global v0.5. Relação publicada apenas com fonte e nível de evidência.,Pessoas,406
P0343,Victor Costa,,,Checkmat,Perfil com relação apoiada,Faixa-preta pesquisado,Historical Lineage Research v0.6,2026-07-05,Registro criado na expansão global v0.5. Relação publicada apenas com fonte e nível de evidência.,Pessoas,407
P0421,Victor Davila,,Estados Unidos,10th Planet Jiu-Jitsu,Ativo ou histórico — em curadoria,Faixa-preta / professor,Historical Lineage Research v0.6,2026-07-05,Incluído na expansão global v0.6; relação de graduação vinculada à fonte cadastrada.,Pessoas,408
P0217,Victor Estima,,,Gracie Barra / Estima,Perfil com relação apoiada,Atleta / professor,Historical Lineage Research v0.6,2026-07-05,,Pessoas,409
P0388,Victor Hugo,,,Ribeiro Jiu-Jitsu / Six Blades,Perfil com relação apoiada,Faixa-preta pesquisado,Historical Lineage Research v0.6,2026-07-05,Registro criado na expansão global v0.5. Relação publicada apenas com fonte e nível de evidência.,Pessoas,410
P0268,Vini Aieta,,,Gracie Humaitá,Perfil a pesquisar,Mestre / professor,Historical Lineage Research v0.6,2026-07-05,,Pessoas,411
P0394,Vinicius Aieta,Vini,,,Perfil com relação apoiada,Faixa-preta pesquisado,Historical Lineage Research v0.6,2026-07-05,Registro criado na expansão global v0.5. Relação publicada apenas com fonte e nível de evidência.,Pessoas,412
P0252,Vinicius Draculino,,,Gracie Barra / Alliance,Perfil a pesquisar,Mestre / professor,Historical Lineage Research v0.6,2026-07-05,,Pessoas,413
P0121,Vinicius Ferreira,Trator,,Alliance / vínculo de formação citado por Fábio Gurgel,Perfil mínimo — biografia pendente,Faixa-preta formado,Historical Lineage Research v0.6,2026-07-05,"Relação de faixa-preta confirmada por lista do professor; completar país, período, equipe e biografia com fonte independente.",Pessoas,414
P0364,Vinicius Liberati,,,Projeto Social Lutando Pelo Bem,Perfil com relação apoiada,Faixa-preta pesquisado,Historical Lineage Research v0.6,2026-07-05,Registro criado na expansão global v0.5. Relação publicada apenas com fonte e nível de evidência.,Pessoas,415
P0304,Vitor Ribeiro,Shaolin,Brasil,Nova União / Vitor Shaolin BJJ,Perfil com relação apoiada,Atleta / professor,Historical Lineage Research v0.6,2026-07-05,Dedé Pederneiras concedeu seu quinto grau de faixa-preta; fontes o identificam como faixa-preta sob André.,Pessoas,416
P0144,Vitor Zandona,,,Alliance / vínculo de formação citado por Fábio Gurgel,Perfil mínimo — biografia pendente,Faixa-preta formado,Historical Lineage Research v0.6,2026-07-05,"Relação de faixa-preta confirmada por lista do professor; completar país, período, equipe e biografia com fonte independente.",Pessoas,417
P0097,Walter Buse,,,Alliance / vínculo de formação citado por Fábio Gurgel,Perfil mínimo — biografia pendente,Faixa-preta formado,Historical Lineage Research v0.6,2026-07-05,"Relação de faixa-preta confirmada por lista do professor; completar país, período, equipe e biografia com fonte independente.",Pessoas,418
P0225,Wellington 'Megaton' Dias,Megaton,,Gracie Humaitá,Perfil com relação apoiada,Mestre / professor,Historical Lineage Research v0.6,2026-07-05,,Pessoas,419
P0367,Wellington “Alemão” Luís,,,Projeto Social Lutando Pelo Bem,Perfil com relação apoiada,Faixa-preta pesquisado,Historical Lineage Research v0.6,2026-07-05,Registro criado na expansão global v0.5. Relação publicada apenas com fonte e nível de evidência.,Pessoas,420
P0410,Wendell Alexander,,,,Perfil com relação apoiada,Faixa-preta pesquisado,Historical Lineage Research v0.6,2026-07-05,Registro criado na expansão global v0.5. Relação publicada apenas com fonte e nível de evidência.,Pessoas,421
P0131,Wesley do Santos,,,Alliance / vínculo de formação citado por Fábio Gurgel,Perfil mínimo — biografia pendente,Faixa-preta formado,Historical Lineage Research v0.6,2026-07-05,"Relação de faixa-preta confirmada por lista do professor; completar país, período, equipe e biografia com fonte independente.",Pessoas,422
P0087,Wolney Atalla,,,Alliance / vínculo de formação citado por Fábio Gurgel,Perfil mínimo — biografia pendente,Faixa-preta formado,Historical Lineage Research v0.6,2026-07-05,"Relação de faixa-preta confirmada por lista do professor; completar país, período, equipe e biografia com fonte independente.",Pessoas,423
P0207,Yuri Simões,,,Caio Terra / former Checkmat,Perfil com relação apoiada,Atleta / professor,Historical Lineage Research v0.6,2026-07-05,,Pessoas,424
P0308,Zach Maslany,,,10th Planet Jiu-Jitsu,Perfil com relação apoiada,Faixa-preta pesquisado,Historical Lineage Research v0.6,2026-07-05,Registro criado na expansão global v0.5. Relação publicada apenas com fonte e nível de evidência.,Pessoas,425
P0100,Zé Aranha,,,Alliance / vínculo de formação citado por Fábio Gurgel,Perfil mínimo — biografia pendente,Faixa-preta formado,Historical Lineage Research v0.6,2026-07-05,"Relação de faixa-preta confirmada por lista do professor; completar país, período, equipe e biografia com fonte independente.",Pessoas,426
P0273,Zé Mário Sperry,,,BTT,Perfil a pesquisar,Mestre / atleta,Historical Lineage Research v0.6,2026-07-05,,Pessoas,427
P0215,Zé Radiola,,,Gracie Barra Pernambuco,Perfil com relação apoiada,Mestre / treinador,Historical Lineage Research v0.6,2026-07-05,,Pessoas,428
